House Direction,Balcony Direction,Bedrooms,Toilets,Legits,Furnitures,Floors,Facade,Entrance,City,District,Ward,Street,Area,Price,X,Y
,,,,,,,,,Hà Nội,Long Biên,Phường Phúc Lợi,,96.0,20500.0,21.0357231,105.9153081
Đông - Bắc,,2.0,2.0,,,,,,Hà Nội.,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Trần Hữu Dực,75.0,3100.0,21.0283334,105.854041
Tây - Bắc,Tây - Bắc,5.0,5.0,Sổ đỏ/ Sổ hồng,Cực kỳ sang trọng,5.0,,5,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Thái Thịnh,63.0,14800.0,21.0166748,105.8104708
Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ chính chủ.,Cao cấp.,,,,Hà Nội,Tây Hồ,Phường Xuân La,,119.0,4000.0,21.0684199,105.8072107
,,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,3.0,4.0,4,Hà Nội,Hai Bà Trưng,Phường Bạch Mai,,40.0,3750.0,21.0055269,105.8435926
,,2.0,1.0,,,,,,Hà Nội,Gia Lâm,,,55.0,1.6,0.0,0.0
,,1.0,1.0,Sổ đỏ/ Sổ hồng.,Full nội thất.,,,,Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Giải Phóng,30.0,600.0,20.9846404,105.8431859
Tây - Nam,,,,,,,,,Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường 70,200.0,35500.0,21.0023029,105.7633439
Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Bàn giao đầy đủ nội thất.,,,,Hà Nội,Bắc Từ Liêm,Phường Đông Ngạc,,93.0,2511.0,21.0799477,105.7736253
Tây,Đông,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,,,,Hà Nội,Bắc Từ Liêm,,,109.0,4500.0,0.0,0.0
,,,,Sổ đỏ.,,4.0,6.0,15,Hà Nội,Long Biên,Phường Việt Hưng,Đường Nguyệt Quế,90.0,19000.0,21.0602793,105.8938304
,,,,Sổ đỏ/ Sổ hồng,,4.0,9.0,15,Hà Nội,Long Biên,Phường Việt Hưng,Đường Nguyệt Quế,180.0,29000.0,21.0602793,105.8938304
,,,,Có sổ.,,,,15,Hà Nội,Long Biên,Phường Việt Hưng,Đường Nguyệt Quế,365.0,60000.0,21.0602793,105.8938304
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ ,5.0,6.5,8,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,140.0,20000.0,21.0684199,105.8072107
,,6.0,4.0,Sổ đỏ/ Sổ hồng,,6.0,3.4,3.5,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,51.0,5400.0,21.0283334,105.854041
,,3.0,2.0,Sổ đỏ/ Sổ hồng,Nội thất căn hộ nguyên bản chủ đầu tư.,,,,Hà Nội,Gia Lâm,Xã Dương Xá,,80.0,2290.0,21.0028663,105.9658013
,,2.0,2.0,Sổ hồng,Nội thất đầy đủ.,,,,Hà Nội,Gia Lâm,Xã Dương Xá,,68.0,1890.0,21.0028663,105.9658013
,,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,4.0,4.2,8,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,60.0,11000.0,21.0684199,105.8072107
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,,5.0,3,Hà Nội,Hoài Đức,Xã Vân Côn,,62.0,27.0,21.0029575,105.6687092
,,4.0,3.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,4.0,3.5,4,Hà Nội,Hoàng Mai,Phường Tương Mai,Đường Đền Lừ,30.0,4300.0,20.9873744,105.8517517
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,3.8,3,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Vũ Ngọc Phan,50.0,5350.0,21.0166748,105.8104708
,,2.0,2.0,Sổ đỏ/ Sổ hồng.,Cơ bản.,3.0,3.2,3,Hà Nội,Hoàng Mai,Phường Tương Mai,Đường Nguyễn Đức Cảnh,26.0,2800.0,20.9873744,105.8517517
,,5.0,5.0,Sổ đỏ/ Sổ hồng,,6.0,,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Lạc Long Quân,82.0,7500.0,21.0329958,105.7928552
Đông - Nam,Đông - Nam,6.0,7.0,Sổ đỏ/ Sổ hồng,Full mặt ngoài,7.0,7.0,,Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Tố Hữu,91.0,16400.0,20.9799295,105.774952
,,4.0,3.0,Sổ đỏ/ Sổ hồng,Nội thất sang trọng ,4.0,4.0,5,Hà Nội,Hà Đông,Phường Văn Quán,Đường Chiến Thắng,45.0,6350.0,20.9741659,105.7873563
,,4.0,,Sổ đỏ/ Sổ hồng,,5.0,4.0,2.5,Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,,60.0,3900.0,20.9946062,105.885675
Đông - Nam,Đông - Nam,6.0,6.0,Sổ hồng,Full mặt ngoài,6.0,7.0,,Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Tố Hữu,91.0,16400.0,20.9799295,105.774952
,,4.0,3.0,Sổ đỏ/ Sổ hồng,,4.0,,,Hà Nội,Bắc Từ Liêm,Phường Thượng Cát,,60.0,8000.0,21.0895607,105.7336331
,,5.0,4.0,Sổ đỏ/ Sổ hồng,,5.0,5.2,,Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Tố Hữu,91.0,15500.0,20.9799295,105.774952
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,4.0,,,Hà Nội,Hà Đông,Phường La Khê,Đường Lê Trọng Tấn,154.0,40000.0,21.0283334,105.854041
,,3.0,,Sổ đỏ/ Sổ hồng,,3.0,,8,Hà Nội,Tây Hồ,Phường Thụy Khuê,Đường Thụy Khuê,60.0,11500.0,21.0437217,105.8197536
,,6.0,6.0,Sổ đỏ,Cao cấp.,10.0,6.9,32,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,139.0,65000.0,21.0341687,105.8006138
,,7.0,7.0,Sổ đỏ,Cơ bản,7.0,6.0,32,Hà Nội,Tây Hồ,Phường Xuân La,Đường Võ Chí Công,230.0,75000.0,21.0684199,105.8072107
,,,,Sổ đỏ,,,,50,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Văn Huyên,80.0,14800.0,21.0341687,105.8006138
,,3.0,2.0,Sổ đỏ,,,5.8,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Chánh,70.0,13600.0,21.0373324,105.7910892
,,6.0,5.0,Sổ đỏ.,,7.0,4.2,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Lê Văn Lương,51.0,17000.0,21.0045152,105.8012372
,,6.0,5.0,Sổ đỏ/ Sổ hồng.,Cao cấp.,5.0,5.4,20,Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Nguyễn Cảnh Dị,60.0,10500.0,20.9729657,105.8366725
,,,,Sổ đỏ,,5.0,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Trung Kính,48.0,9500.0,21.0373324,105.7910892
,,5.0,5.0,Sổ đỏ.,,7.0,5.2,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Nhân Hòa,59.0,11300.0,21.0045152,105.8012372
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Nam Từ Liêm,,,52.0,2000.0,0.0,0.0
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoàng Mai,Phường Đại Kim,,88.2,14700.0,20.9729657,105.8366725
,,3.0,3.0,Sổ đỏ,Cơ bản,3.0,10.0,32,Hà Nội,Hai Bà Trưng,Phường Bách Khoa,Đường Lê Duẩn,165.0,61000.0,21.0019039,105.8466877
,,5.0,5.0,Sổ đỏ.,Cao cấp.,5.0,5.0,6,Hà Nội,Hoàng Mai,Phường Tân Mai,Đường Trương Định,62.0,5800.0,20.9831197,105.8487776
,,5.0,5.0,Sổ đỏ.,,5.0,5.0,8,Hà Nội,Hoàng Mai,Phường Tân Mai,Đường Tân Mai,78.0,5600.0,20.9831197,105.8487776
,,,,,,5.0,,,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân Đỉnh,74.0,6300.0,21.0684199,105.8072107
,,8.0,7.0,Sổ đỏ.,Cao cấp nhập khẩu.,5.0,7.0,10,Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Trương Định,72.3,7000.0,20.9846404,105.8431859
,,1.0,1.0,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Nghiêm Xuân Yêm,47.5,1000.0,20.9729657,105.8366725
,,,,Sổ đỏ,,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Mạc Thái Tổ,75.0,10900.0,21.0159572,105.7937939
,,11.0,11.0,Sổ đỏ,Cao cấp,11.0,7.0,24,Hà Nội,Hai Bà Trưng,Phường Bùi Thị Xuân,Đường Triệu Việt Vương,230.0,149960.0,21.0167569,105.8497633
,,4.0,3.0,Sổ đỏ,Cơ bản.,3.0,,,Hà Nội,Tây Hồ,Phường Xuân La,Đường Nguyễn Văn Huyên,222.8,65000.0,21.0684199,105.8072107
,,4.0,,Sổ đỏ chính chủ,,,,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Hoàng Quốc Việt,80.0,12500.0,21.0329958,105.7928552
Tây - Nam,,,,,,,,,Hà Nội.,Nam Từ Liêm,Phường Mễ Trì,Đường Đại lộ Thăng Long,150.0,65000.0,21.0100131,105.786309
,,2.0,1.0,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,,,,Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Đường Hoàng Quốc Việt,70.0,1700.0,21.0455418,105.7919938
Tây - Bắc,,3.0,,Sổ đỏ/ Sổ hồng,,3.0,6.0,4.5,Hà Nội,Long Biên,Phường Phúc Đồng,Đường Nguyễn Lam,57.0,5100.0,21.0385726,105.8981935
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,5.0,4.0,4,Hà Nội,Hà Đông,Phường Hà Cầu,Phố Bà Triệu,35.0,4200.0,20.9662692,105.7749921
Đông - Nam,,4.0,5.0,Sổ đỏ/ Sổ hồng,Full nội thất liền tường nhập khẩu.,5.0,3.6,3,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Cầu Giấy,55.5,9000.0,21.0341687,105.8006138
,,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,4.0,10,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Đông Quan,55.0,8300.0,21.0341687,105.8006138
Tây - Bắc,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,,61.0,2750.0,21.0159572,105.7937939
Tây - Bắc,Đông - Nam,3.0,2.0,Hợp đồng mua bán,Bàn giao đồ nội thất cao cấp.,,,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Nguyễn Tuân,88.39,4600.0,21.0045152,105.8012372
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,,,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Thiên Hiền,35.0,3800.0,21.0205027,105.7639271
Đông - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đủ đồ,,,,Hà Nội,Hà Đông,Phường Hà Cầu,Đường Tô Hiệu,102.0,3570.0,20.9662692,105.7749921
,,3.0,,Sổ đỏ/ Sổ hồng.,"Nhà đã làm đầy đủ nội thất đẹp, cao cấp theo phong cách hiện đại.",,,,Hà Nội.,Nam Từ Liêm,Phường Đại Mỗ,Đường Tố Hữu,140.0,5800.0,21.0023029,105.7633439
Tây - Nam,Đông - Bắc,4.0,3.0,- Sổ đỏ chính chủ.,Cơ bản,,,,Hà Nội.,Hà Đông,Phường Mỗ Lao,Đường Nguyễn Văn Lộc,138.88,5200.0,20.9853667,105.783635
,,6.0,5.0,Sổ đỏ/ Sổ hồng.,Cơ bản,3.0,12.0,25,Hà Nội.,Nam Từ Liêm,Phường Mễ Trì,Đường Đại lộ Thăng Long,250.0,100000.0,21.0100131,105.786309
,,,,,,,6.0,4,Hà Nội,Ứng Hòa,Xã Phương Tú,,120.0,1200.0,21.0283334,105.854041
,,,,Sổ đỏ/ Sổ hồng,,,5.0,11,Hà Nội,Thanh Oai,Xã Tam Hưng,Đường Quốc lộ 71,75.7,2800.9,21.0283334,105.854041
,,,,Sổ đỏ/ Sổ hồng,,,5.0,7,Hà Nội,Thanh Oai,Xã Cao Dương,,83.5,2004.0,20.8113979,105.7668789
Bắc,,,,Sổ đỏ.,,,4.0,3.5,Hà Nội,Long Biên,Phường Thạch Bàn,Đường Cổ Linh,32.5,2650.0,21.0180529,105.9016988
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,,7.9,2.5,Hà Nội,Nam Từ Liêm,Phường Đại Mỗ,Đường Quang Tiến,67.0,4200.0,21.0023029,105.7633439
,,3.0,6.0,,Đầy đủ ,7.0,4.2,12,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Duy Tân,65.0,18000.0,21.0388103,105.7818897
,,5.0,6.0,Sổ đỏ.,Tặng nội thất,7.0,5.6,13,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Nguyễn Tuân,60.0,33000.0,21.0045152,105.8012372
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Đường Hoàng Quốc Việt,50.0,10800.0,21.0455418,105.7919938
,,4.0,4.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,5.0,4.2,3,Hà Nội,Long Biên,Phường Đức Giang,Đường Ngô Gia Tự,39.0,3200.0,21.0602793,105.8938304
,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,3.0,,,Hà Nội,Đống Đa,Phường Thịnh Quang,Phố Thái Thịnh,35.0,4450.0,21.0078229,105.8182562
,,2.0,2.0,Sổ đỏ/ Sổ hồng,"Nội thất: Có tủ bếp, có điều hòa, nóng lạnh, rèm cửa.",,,,Hà Nội,Gia Lâm,Xã Dương Xá,,71.0,2150.0,21.0028663,105.9658013
,,,,Sổ đỏ.,,1.0,10.0,12,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,90.0,12000.0,21.0438263,105.86562
,,7.0,9.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,5.0,4.5,5.5,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Đường Lê Văn Hiến,120.0,13000.0,21.0608239,105.7781037
,,,,Sổ đỏ.,,6.0,,,Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Gia Thượng,88.0,18500.0,21.0438263,105.86562
,,4.0,5.0,,,6.0,4.0,30,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Duy Hưng,97.0,38800.0,21.0373324,105.7910892
,,,,Sổ đỏ,,7.0,,6,Hà Nội,Long Biên,Phường Phúc Đồng,Đường Nguyễn Lam,111.0,17000.0,21.0385726,105.8981935
,,4.0,7.0,Sổ đỏ/ Sổ hồng,,6.0,16.0,17,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Trần Kim Xuyến,142.0,76000.0,21.0159572,105.7937939
Nam,,,,Sổ đỏ/ Sổ hồng,,,5.0,4,Hà Nội,Thanh Oai,Xã Bình Minh,Đường 21B,110.0,2475.0,10.7047048,106.6738932
,,10.0,10.0,Sổ đỏ/ Sổ hồng,,6.0,5.0,8,Hà Nội,Đống Đa,Phường Láng Hạ,Đường Nguyễn Chí Thanh,65.0,20500.0,21.0166748,105.8104708
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Long Biên,Phường Bồ Đề,Phố Hồng Tiến,99.0,22700.0,21.0455068,105.8691113
Tây - Bắc,Tây - Bắc,4.0,3.0,Sổ đỏ đầy đủ.,Đầy đủ.,5.0,3.5,2,Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Kim Giang,35.0,5400.0,21.0283334,105.854041
,,5.0,5.0,Sổ đỏ.,,6.0,6.5,4,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Thị Định,96.0,30500.0,21.0373324,105.7910892
Đông - Nam,Đông - Nam,3.0,4.0,Pháp lý sổ đỏ rõ ràng.,Đầy đủ.,5.0,4.5,3,Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,34.0,4500.0,20.9955213,105.8044695
,,6.0,4.0,Sổ đỏ sẵn sàng giao dịch,Đầy đủ,5.0,4.6,3.5,Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Khương Đình,52.0,4200.0,20.9955213,105.8044695
,,3.0,,Sổ đỏ/ Sổ hồng,Đầy đủ,7.0,,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Vũ Trọng Phụng,60.0,10200.0,21.0045152,105.8012372
,,3.0,2.0,Sổ đỏ,Đầy đủ,,,,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,160.0,2980.0,20.9599107,105.7387786
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,5.0,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Phố Vũ Hữu,31.0,3200.0,20.9942876,105.7987271
,,4.0,3.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,4.0,4.2,3,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Đường Cổ Nhuế,35.0,3700.0,21.0608239,105.7781037
,,5.0,,,,5.0,4.2,,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Ngọc Hà,46.0,4980.0,21.0386128,105.8279912
,,,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Đường Khuất Duy Tiến,56.0,8300.0,20.9942876,105.7987271
,,5.0,6.0,Sổ đỏ/ Sổ hồng,,6.0,6.0,5,Hà Nội,Đống Đa,Phường Khương Thượng,Đường Tam Khương,68.0,18800.0,21.0035184,105.8213842
Đông - Nam,,3.0,4.0,Sổ đỏ/ Sổ hồng.,,5.0,4.0,6,Hà Nội,Hà Đông,Phường Văn Quán,Đường Nguyễn Khuyến,30.0,5500.0,20.9741659,105.7873563
,,3.0,2.0,,,3.0,,,Hà Nội,Đống Đa,Phường Cát Linh,Phố Hào Nam,28.0,2650.0,21.0289514,105.8276847
,,6.0,6.0,Sổ đỏ/ Sổ hồng,,7.0,3.6,16,Hà Nội,Đống Đa,Phường Kim Liên,Đường Đông Tác,60.0,16000.0,21.0110935,105.8213374
,,4.0,3.0,Sổ đỏ/ Sổ hồng,,5.0,5.4,5,Hà Nội,Ba Đình,Phường Liễu Giai,Đường Vạn Bảo,65.0,23900.0,21.0337658,105.8130407
,,4.0,4.0,Đã có sổ đỏ,Mới xịn xò,5.0,7.0,,Hà Nội,Long Biên,Phường Gia Thụy,Đường Đàm Quang Trung,45.0,6500.0,21.0283334,105.854041
,,6.0,5.0,Sổ đỏ/ Sổ hồng,Full nội thất ,5.0,5.5,10,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Phố Trần Quốc Hoàn,60.0,12700.0,21.0388103,105.7818897
,,3.0,4.0,Sổ đỏ/ Sổ hồng,,5.0,,,Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Vũ Tông Phan,36.0,4380.0,20.9955213,105.8044695
,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,,,,Hà Nội,Hà Đông,Phường La Khê,Đường Tố Hữu,90.0,3240.0,21.0283334,105.854041
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Phùng Chí Kiên,60.0,10500.0,21.0329958,105.7928552
,,3.0,4.0,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất giường, tủ, điều hòa, nóng lạnh, kệ tivi, bếp ăn, thiết bị chiếu sáng, vệ sinh, đồng hồ điện, nước riêng, chỉ việc xách vali về ở.",5.0,4.0,,Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,32.0,4150.0,20.9955213,105.8044695
,,4.0,4.0,Sổ đỏ/ Sổ hồng,,3.0,9.0,,Hà Nội,Đống Đa,Phường Trung Liệt,Phố Hoàng Cầu,95.0,39000.0,21.0110935,105.8213374
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Văn Huyên,76.0,11000.0,21.0341687,105.8006138
,,,,Sổ đỏ,,5.0,,,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Phố Trần Quốc Hoàn,58.0,10700.0,21.0388103,105.7818897
,,,,Sổ đỏ/ Sổ hồng,,4.0,,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Phùng Chí Kiên,71.0,10600.0,21.0329958,105.7928552
,,3.0,5.0,Sổ đỏ/ Sổ hồng.,,6.0,,,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Nguyễn Ngọc Nại,40.0,9300.0,21.0283334,105.854041
,,4.0,5.0,Sổ đỏ/ Sổ hồng.,,6.0,4.0,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Ngụy Như Kon Tum,42.0,7500.0,21.0045152,105.8012372
Tây - Bắc,,4.0,5.0,Sổ đỏ/ Sổ hồng,,6.0,4.0,,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Cù Chính Lan,40.0,9300.0,21.0283334,105.854041
Đông - Bắc,Tây - Nam,3.0,3.0,Sổ lâu dài,Cao cấp,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Phạm Văn Bạch,100.0,5900.0,21.0159572,105.7937939
,,3.0,5.0,Sổ đỏ/ Sổ hồng,,5.0,3.6,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Đường Lương Thế Vinh,36.0,6950.0,20.9942876,105.7987271
,,12.0,13.0,Sổ đỏ/ Sổ hồng,,7.0,,,Hà Nội,Thanh Xuân,Phường Khương Trung,Phố Vũ Tông Phan,60.0,11500.0,20.9892133,105.809648
Đông - Bắc,Tây - Nam,3.0,3.0,Đã có sổ,Cao cấp.,,,,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Phạm Văn Bạch,100.0,5850.0,21.0159572,105.7937939
,,3.0,,Sổ đỏ/ Sổ hồng,,5.0,,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Quan Nhân,35.0,4450.0,21.0045152,105.8012372
,,4.0,5.0,Sổ đỏ/ Sổ hồng,Full nội thất,5.0,6.4,2.5,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Thái Tông,54.0,7050.0,21.0388103,105.7818897
,,,,,,15.0,,,Hà Nội,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Cầu Diễn,400.0,189000.0,21.0283334,105.854041
,,5.0,3.0,Sổ đỏ.,,4.0,,,Hà Nội,Long Biên,Phường Thạch Bàn,Phố Ngọc Trì,50.0,4800.0,21.0180529,105.9016988
,,2.0,1.0,,,,,,Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Thành Thái,65.0,2650.0,21.0329958,105.7928552
,,,,,,,,,Hà Nội,Cầu Giấy,Phường Dịch Vọng,,275.0,210000.0,21.0329958,105.7928552
,,3.0,4.0,Sổ đỏ/ Sổ hồng.,Full nội thất.,5.0,,2.5,Hà Nội.,Nam Từ Liêm,Phường Mễ Trì,Đường Mễ Trì,35.0,4350.0,21.0100131,105.786309
,,2.0,2.0,"Sổ đỏ, sổ hồng.",Hiện đại.,2.0,13.0,2,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Cầu Giấy,100.0,7700.0,21.0341687,105.8006138
,Đông - Nam,3.0,2.0,,Đầy đủ,,,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Lê Văn Lương,85.0,4300.0,21.0045152,105.8012372
Tây - Nam,,6.0,5.0,Sổ đỏ/ Sổ hồng,Full nội thất.,5.0,4.2,2.5,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Thái Tông,58.0,6800.0,21.0388103,105.7818897
,,,,,,,4.5,6,Hà Nội,Sóc Sơn,Xã Đông Xuân,Đường 16,90.0,1395.0,21.2157805,105.868964
Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Bắc Từ Liêm,Phường Đông Ngạc,,109.0,3950.0,21.0799477,105.7736253
Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội.,Hoàn Kiếm,Phường Phan Chu Trinh,Đường Phan Chu Trinh,72.0,12400.0,21.0211244,105.8591481
,,,,,,,,,Hà Nội,Đông Anh,Xã Uy Nỗ,Đường 3,48.0,2064.0,21.1437054,105.8563692
,,3.0,3.0,Sổ đỏ/ Sổ hồng,,3.0,4.0,3,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Lê Đức Thọ,30.0,2800.0,21.0205027,105.7639271
,,,,,,,16.0,,Hà Nội,Sóc Sơn,Xã Hiền Ninh,Đường 131,433.0,3334.0,21.0283334,105.854041
,,5.0,,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,5.0,5,Hà Nội,Thanh Xuân,Phường Kim Giang,Đường Hoàng Đạo Thành,45.0,4250.0,21.0283334,105.854041
Đông - Bắc,Tây - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoàng Mai,Phường Đại Kim,,73.0,1960.0,20.9729657,105.8366725
,,4.0,3.0,Sổ đỏ,,4.0,4.0,,Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Hoàng Mai,43.0,3950.0,20.9906699,105.853436
,,2.0,2.0,Hợp đồng mua bán,Đầy đủ,,,,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,Phố Cầu Cốc,60.0,2300.0,21.0058017,105.7485162
,,,,,,,,,Hà Nội,Phúc Thọ,Xã Ngọc Tảo,,290.0,8500.0,21.0986555,105.6008044
,,6.0,,Sổ đỏ/ Sổ hồng,,6.0,5.0,15,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trung Yên 8,90.0,34500.0,21.0373324,105.7910892
,,,,,,,,,Hà Nội,Đan Phượng,Thị trấn Phùng,Đường Đồng Sậy,65.0,4500.0,21.0850579,105.6576608
,,,,Sổ đỏ,,,16.0,5,Hà Nội,Hà Đông,Phường Phú Lãm,Đường Quang Lãm,55.0,3390.0,22.8319269,104.9873233
,,,,Hợp đồng mua bán,,,4.0,,Hà Nội,Phúc Thọ,Xã Ngọc Tảo,,94.0,1600.0,21.0986555,105.6008044
,,,,Sổ đỏ,,,4.0,3,Hà Nội,Hà Đông,Phường Phú Lãm,Phố Xốm,40.0,1800.0,22.8319269,104.9873233
Bắc,,,,Sổ đỏ/ Sổ hồng,,,5.25,9,Hà Nội,Hoài Đức,Xã Vân Canh,Đường 422B,63.0,4788.0,21.0294802,105.7276153
,,,,Sổ đỏ/ Sổ hồng,,5.0,4.0,4,Hà Nội,Hà Đông,Phường Kiến Hưng,Đường Mậu Lương,65.0,3950.0,20.9598832,105.7880872
,,,,,,5.0,,,Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,48.0,4600.0,20.9955213,105.8044695
,,,,,,,8.0,8,Hà Nội,Thạch Thất,Xã Bình Yên,Đường 21,100.0,1000.0,21.0400821,105.548849
,,,,Hợp đồng mua bán,,,5.33,,Hà Nội,Đan Phượng,Xã Tân Hội,,80.0,5600.0,21.0930581,105.692592
